pgsc_dmp	logFC	dir
PGSC0003DMP400000002	-0.0671378022931068	0
PGSC0003DMP400000003	-0.0671378022931068	0
PGSC0003DMP400000001	-0.0671378022931068	0
PGSC0003DMP400000005	0.913759445431151	0
PGSC0003DMP400000004	0.913759445431151	0
PGSC0003DMP400000009	-0.65447699626042	0
PGSC0003DMP400000010	-0.075157619582755	0
PGSC0003DMP400000013	-0.0324016392202665	0
PGSC0003DMP400000012	-0.0324016392202665	0
PGSC0003DMP400000011	-0.0324016392202665	0
PGSC0003DMP400000025	0.3705025690258	0
PGSC0003DMP400000026	0.3705025690258	0
PGSC0003DMP400000028	0.3705025690258	0
PGSC0003DMP400000027	0.3705025690258	0
PGSC0003DMP400000029	0.0887486949404536	0
PGSC0003DMP400000033	-0.0453714167371703	0
PGSC0003DMP400000032	-0.0453714167371703	0
PGSC0003DMP400000038	-0.0641252404322005	0
PGSC0003DMP400000039	-1.45036997623946	0
PGSC0003DMP400000043	0.0987663795172219	0
PGSC0003DMP400000040	0.0987663795172219	0
PGSC0003DMP400000042	0.0987663795172219	0
PGSC0003DMP400000041	0.0987663795172219	0
PGSC0003DMP400000044	-2.21309145833588	0
PGSC0003DMP400000045	-1.01945198077009	0
PGSC0003DMP400000047	0.251868577658074	0
PGSC0003DMP400000046	0.251868577658074	0
PGSC0003DMP400000048	0.251868577658074	0
PGSC0003DMP400000065	-0.68054219685615	0
PGSC0003DMP400000067	-0.68054219685615	0
PGSC0003DMP400000064	-0.68054219685615	0
PGSC0003DMP400000066	-0.68054219685615	0
PGSC0003DMP400000068	2.88152080157753	0
PGSC0003DMP400000073	-0.0669327955336978	0
PGSC0003DMP400000074	-0.0669327955336978	0
PGSC0003DMP400000071	-0.0669327955336978	0
PGSC0003DMP400000072	-0.0669327955336978	0
PGSC0003DMP400000076	-0.308937451993344	0
PGSC0003DMP400000078	0.552537966129163	0
PGSC0003DMP400000077	0.552537966129163	0
PGSC0003DMP400000084	0.00297059057703765	0
PGSC0003DMP400000088	0.00297059057703765	0
PGSC0003DMP400000083	0.00297059057703765	0
PGSC0003DMP400000087	0.00297059057703765	0
PGSC0003DMP400000086	0.00297059057703765	0
PGSC0003DMP400000085	0.00297059057703765	0
PGSC0003DMP400000089	0.240911961100231	0
PGSC0003DMP400000093	-0.395736706400841	0
PGSC0003DMP400000095	0.120746489217578	0
PGSC0003DMP400000097	-0.0163342327731791	0
PGSC0003DMP400000098	-0.0163342327731791	0
PGSC0003DMP400000100	-0.0163342327731791	0
PGSC0003DMP400000096	-0.0163342327731791	0
PGSC0003DMP400000099	-0.0163342327731791	0
PGSC0003DMP400000101	0.429015312632933	0
PGSC0003DMP400000102	-1.13636022571728	0
PGSC0003DMP400000106	-0.0859735808339778	0
PGSC0003DMP400000104	-0.0859735808339778	0
PGSC0003DMP400000105	-0.0859735808339778	0
PGSC0003DMP400000107	-0.0113608589821146	0
PGSC0003DMP400000109	-0.0113608589821146	0
PGSC0003DMP400000108	-0.0113608589821146	0
PGSC0003DMP400000110	-0.0113608589821146	0
PGSC0003DMP400000112	-0.380353905746687	0
PGSC0003DMP400000113	-0.481869616690375	0
PGSC0003DMP400000114	-0.481869616690375	0
PGSC0003DMP400000115	0.0423649855873092	0
PGSC0003DMP400000117	0.0737628286589792	0
PGSC0003DMP400000116	0.0737628286589792	0
PGSC0003DMP400000118	0.0737628286589792	0
PGSC0003DMP400000119	0.592128378965787	0
PGSC0003DMP400000120	0.592128378965787	0
PGSC0003DMP400000121	0.592128378965787	0
PGSC0003DMP400000122	0.592128378965787	0
PGSC0003DMP400000123	0.285993434706843	0
PGSC0003DMP400000124	0.285993434706843	0
PGSC0003DMP400000128	1.00884321146376	0
PGSC0003DMP400000130	0.344670808391164	0
PGSC0003DMP400000129	0.344670808391164	0
PGSC0003DMP400000131	0.344670808391164	0
PGSC0003DMP400000149	-0.06475885917103	0
PGSC0003DMP400000151	0.0232145764396855	0
PGSC0003DMP400000153	-0.484021699785846	0
PGSC0003DMP400000155	-0.484021699785846	0
PGSC0003DMP400000154	-0.484021699785846	0
PGSC0003DMP400000152	-0.484021699785846	0
PGSC0003DMP400000157	-0.281317203229761	0
PGSC0003DMP400000156	-0.281317203229761	0
PGSC0003DMP400000159	0.0119100365749527	0
PGSC0003DMP400000158	0.0119100365749527	0
PGSC0003DMP400000160	0.0119100365749527	0
PGSC0003DMP400000162	0.222315697394726	0
PGSC0003DMP400000161	0.222315697394726	0
PGSC0003DMP400000164	-0.444233168403352	0
PGSC0003DMP400000163	-0.444233168403352	0
PGSC0003DMP400000165	0.180246941963917	0
PGSC0003DMP400000166	0.0896706536762364	0
PGSC0003DMP400000167	-0.209570654998003	0
PGSC0003DMP400000168	-0.305982851179432	0
PGSC0003DMP400000169	-0.305982851179432	0
PGSC0003DMP400000170	0.0221198755102469	0
PGSC0003DMP400000172	0.0221198755102469	0
PGSC0003DMP400000171	0.0221198755102469	0
PGSC0003DMP400000173	-0.0500875203460813	0
PGSC0003DMP400000176	0.268435068759919	0
PGSC0003DMP400000175	0.268435068759919	0
PGSC0003DMP400000181	-0.276110210298114	0
PGSC0003DMP400000183	-0.228062723721962	0
PGSC0003DMP400000184	-0.228062723721962	0
PGSC0003DMP400000185	0.201865473503882	0
PGSC0003DMP400000187	0.201865473503882	0
PGSC0003DMP400000186	0.201865473503882	0
PGSC0003DMP400000188	0.0506421858263959	0
PGSC0003DMP400000190	-0.0887845412657558	0
PGSC0003DMP400000189	-0.0887845412657558	0
PGSC0003DMP400000194	-0.4044891917313	0
PGSC0003DMP400000195	-0.4044891917313	0
PGSC0003DMP400000197	0.0265640290986052	0
PGSC0003DMP400000198	0.0265640290986052	0
PGSC0003DMP400000196	0.0265640290986052	0
PGSC0003DMP400000199	0.00385226349494397	0
PGSC0003DMP400000202	-0.228849569161833	0
PGSC0003DMP400000201	-0.228849569161833	0
PGSC0003DMP400000203	-0.153657503213402	0
PGSC0003DMP400000204	0.0812134293992583	0
PGSC0003DMP400000206	0.0812134293992583	0
PGSC0003DMP400000205	0.0812134293992583	0
PGSC0003DMP400000207	-0.365450218150208	0
PGSC0003DMP400000210	0.00499970128198881	0
PGSC0003DMP400000209	0.00499970128198881	0
PGSC0003DMP400000211	0.00499970128198881	0
PGSC0003DMP400000208	0.00499970128198881	0
PGSC0003DMP400000212	0.0641138789993345	0
PGSC0003DMP400000222	-0.00221956806252524	0
PGSC0003DMP400000223	0.0240422039132646	0
PGSC0003DMP400000224	0.0240422039132646	0
PGSC0003DMP400000229	-0.559610003829029	0
PGSC0003DMP400000231	-0.559610003829029	0
PGSC0003DMP400000230	-0.559610003829029	0
PGSC0003DMP400000236	-0.107474657311508	0
PGSC0003DMP400000242	0.0257057115015293	0
PGSC0003DMP400000247	-0.781550765797154	0
PGSC0003DMP400000243	-0.781550765797154	0
PGSC0003DMP400000245	-0.781550765797154	0
PGSC0003DMP400000246	-0.781550765797154	0
PGSC0003DMP400000244	-0.781550765797154	0
PGSC0003DMP400000251	0.301109105093209	0
PGSC0003DMP400000250	0.301109105093209	0
PGSC0003DMP400000252	0.0228082739081075	0
PGSC0003DMP400000253	0.0228082739081075	0
PGSC0003DMP400000255	0.125898710458059	0
PGSC0003DMP400000254	0.125898710458059	0
PGSC0003DMP400000256	-0.0290256168342272	0
PGSC0003DMP400000257	-1.7297686378168	0
PGSC0003DMP400000263	0.0310925359314081	0
PGSC0003DMP400000262	0.0310925359314081	0
PGSC0003DMP400000261	0.0310925359314081	0
PGSC0003DMP400000264	0.286989886547713	0
PGSC0003DMP400000265	0.286989886547713	0
PGSC0003DMP400000266	0.468117205533738	0
PGSC0003DMP400000267	-1.03108994338442	0
PGSC0003DMP400000268	0.179026799660732	0
PGSC0003DMP400000269	0.316606249932171	0
PGSC0003DMP400000270	0.316606249932171	0
PGSC0003DMP400000271	0.0224303738565441	0
PGSC0003DMP400000273	-0.196184460866337	0
PGSC0003DMP400000272	-0.196184460866337	0
PGSC0003DMP400000275	-0.133362200250442	0
PGSC0003DMP400000274	-0.133362200250442	0
PGSC0003DMP400000276	0.044848612333773	0
PGSC0003DMP400000277	0.044848612333773	0
PGSC0003DMP400000278	-0.102875287702138	0
PGSC0003DMP400000279	-0.0957396886850015	0
PGSC0003DMP400000281	-0.15028926888508	0
PGSC0003DMP400000282	-0.15028926888508	0
PGSC0003DMP400000280	-0.15028926888508	0
PGSC0003DMP400000283	-0.15028926888508	0
PGSC0003DMP400000285	0.323285255590012	0
PGSC0003DMP400000286	0.323285255590012	0
PGSC0003DMP400000290	0.323285255590012	0
PGSC0003DMP400000288	0.323285255590012	0
PGSC0003DMP400000287	0.323285255590012	0
PGSC0003DMP400000284	0.323285255590012	0
PGSC0003DMP400000289	0.323285255590012	0
PGSC0003DMP400000291	0.0659362165917861	0
PGSC0003DMP400000292	-0.156995821638019	0
PGSC0003DMP400000294	-0.180662016543137	0
PGSC0003DMP400000295	-0.403137129702064	0
PGSC0003DMP400000296	0.684368277096365	0
PGSC0003DMP400000297	0.684368277096365	0
PGSC0003DMP400000301	0.0211711120390711	0
PGSC0003DMP400000303	-0.138782198231365	0
PGSC0003DMP400000302	-0.138782198231365	0
PGSC0003DMP400000304	-0.10070336531391	0
PGSC0003DMP400000309	0.343036215962521	0
PGSC0003DMP400000308	0.343036215962521	0
PGSC0003DMP400000323	0.427976969348085	0
PGSC0003DMP400000324	0.959512833028042	0
PGSC0003DMP400000325	0.335259391140509	0
PGSC0003DMP400000326	0.959512608356035	0
PGSC0003DMP400000327	1.81671031078425	0
PGSC0003DMP400000330	-0.113917652930862	0
PGSC0003DMP400000331	-0.113917652930862	0
PGSC0003DMP400000328	-0.113917652930862	0
PGSC0003DMP400000332	-0.113917652930862	0
PGSC0003DMP400000329	-0.113917652930862	0
PGSC0003DMP400000337	0.0685999762421923	0
PGSC0003DMP400000336	0.0685999762421923	0
PGSC0003DMP400000335	0.0685999762421923	0
PGSC0003DMP400000334	0.0685999762421923	0
PGSC0003DMP400000338	-0.0693253570754106	0
PGSC0003DMP400000339	-0.0564602840801455	0
PGSC0003DMP400000345	0.266762014670087	0
PGSC0003DMP400000346	0.266762014670087	0
PGSC0003DMP400000348	0.266762014670087	0
PGSC0003DMP400000347	0.266762014670087	0
PGSC0003DMP400000349	0.266762014670087	0
PGSC0003DMP400000350	0.266762014670087	0
PGSC0003DMP400000344	0.266762014670087	0
PGSC0003DMP400000351	0.266762014670087	0
PGSC0003DMP400000352	-0.21781228457841	0
PGSC0003DMP400000356	-0.105964320473934	0
PGSC0003DMP400000355	-0.105964320473934	0
PGSC0003DMP400000354	-0.105964320473934	0
PGSC0003DMP400000357	-1.64944280108452	0
PGSC0003DMP400000358	-0.0412501035715217	0
PGSC0003DMP400000359	1.12446141976817	0
PGSC0003DMP400000360	-0.331635958182077	0
PGSC0003DMP400000361	0.0335913534949262	0
PGSC0003DMP400000362	0.122913152758006	0
PGSC0003DMP400000363	0.122913152758006	0
PGSC0003DMP400000365	-0.0399635326390424	0
PGSC0003DMP400000364	-0.0399635326390424	0
PGSC0003DMP400000366	-0.261636819872742	0
PGSC0003DMP400000368	-0.194110300448836	0
PGSC0003DMP400000367	-0.194110300448836	0
PGSC0003DMP400000369	-0.182716529441802	0
PGSC0003DMP400000370	-0.182716529441802	0
PGSC0003DMP400000371	-0.0174605483737546	0
PGSC0003DMP400000373	-0.0852209413472962	0
PGSC0003DMP400000375	-0.0852209413472962	0
PGSC0003DMP400000374	-0.0852209413472962	0
PGSC0003DMP400000376	1.36052868937981	0
PGSC0003DMP400000377	-0.000627021711029694	0
PGSC0003DMP400000379	-0.0494853213597475	0
PGSC0003DMP400000378	-0.0494853213597475	0
PGSC0003DMP400000380	0.0319199288140024	0
PGSC0003DMP400000382	0.139062761799978	0
PGSC0003DMP400000381	0.139062761799978	0
PGSC0003DMP400000383	0.139062761799978	0
PGSC0003DMP400000384	0.0639891118298578	0
PGSC0003DMP400000385	0.122785552989909	0
PGSC0003DMP400000386	0.122785552989909	0
PGSC0003DMP400000389	0.512277390302342	0
PGSC0003DMP400000388	0.512277390302342	0
PGSC0003DMP400000387	0.512277390302342	0
PGSC0003DMP400000390	-0.107825274928876	0
PGSC0003DMP400000402	0.792371981343726	0
PGSC0003DMP400000404	0.792371981343726	0
PGSC0003DMP400000403	0.792371981343726	0
PGSC0003DMP400000405	0.014723537342564	0
PGSC0003DMP400000406	-0.1302534438461	0
PGSC0003DMP400000407	0.0313405764859635	0
PGSC0003DMP400000410	-0.0880223920329786	0
PGSC0003DMP400000409	-0.0880223920329786	0
PGSC0003DMP400000408	-0.0880223920329786	0
PGSC0003DMP400000411	-0.0665504089490128	0
PGSC0003DMP400000412	-0.0763959930045352	0
PGSC0003DMP400000413	-0.0671578859012721	0
PGSC0003DMP400000414	-0.0671578859012721	0
PGSC0003DMP400000415	0.0761666961211752	0
PGSC0003DMP400000416	0.0761666961211752	0
PGSC0003DMP400000417	0.726918831375761	0
PGSC0003DMP400000420	1.67760115662106	0
PGSC0003DMP400000419	1.67760115662106	0
PGSC0003DMP400000418	1.67760115662106	0
PGSC0003DMP400000421	0.100388619523992	0
PGSC0003DMP400000422	-0.186469423915462	0
PGSC0003DMP400000423	-0.186469423915462	0
PGSC0003DMP400000426	-0.0148010858231149	0
PGSC0003DMP400000425	-0.0148010858231149	0
PGSC0003DMP400000427	-0.0148010858231149	0
PGSC0003DMP400000430	0.141346583996154	0
PGSC0003DMP400000431	0.376260832379594	0
PGSC0003DMP400000444	0.0393639537744996	0
PGSC0003DMP400000443	0.0393639537744996	0
PGSC0003DMP400000445	-0.0548699013352105	0
PGSC0003DMP400000446	-0.624358649986566	0
PGSC0003DMP400000447	0.103072420251008	0
PGSC0003DMP400000448	-1.03365087403988	0
PGSC0003DMP400000449	-0.340266576366715	0
PGSC0003DMP400000450	-0.16335809497814	0
PGSC0003DMP400000451	-0.176335164676903	0
PGSC0003DMP400000452	0.446996919540855	0
PGSC0003DMP400000453	0.446996919540855	0
PGSC0003DMP400000455	-0.0844219522795766	0
PGSC0003DMP400000456	-0.0844219522795766	0
PGSC0003DMP400000457	-0.0693431668152916	0
PGSC0003DMP400000458	-0.0693431668152916	0
PGSC0003DMP400000459	0.0970220974350881	0
PGSC0003DMP400000466	0.889982995266079	0
PGSC0003DMP400000469	0.117027160522889	0
PGSC0003DMP400000468	0.117027160522889	0
PGSC0003DMP400000471	0.121541505438046	0
PGSC0003DMP400000472	-0.162770939740907	0
PGSC0003DMP400000476	-0.116069829195427	0
PGSC0003DMP400000477	-0.116069829195427	0
PGSC0003DMP400000479	0.436492575525822	0
PGSC0003DMP400000478	0.436492575525822	0
PGSC0003DMP400000480	0.0708756804397045	0
PGSC0003DMP400000481	0.0708756804397045	0
PGSC0003DMP400000482	0.0708756804397045	0
PGSC0003DMP400000483	0.0708756804397045	0
PGSC0003DMP400000484	0.162953578377789	0
PGSC0003DMP400000485	0.11440694762722	0
PGSC0003DMP400000486	0.11440694762722	0
PGSC0003DMP400000487	0.0815104685135365	0
PGSC0003DMP400000488	-1.0571783353211	0
PGSC0003DMP400000489	0.253794240987769	0
PGSC0003DMP400000490	0.253794240987769	0
PGSC0003DMP400000491	-0.2131025692367	0
PGSC0003DMP400000492	-0.0340129137182557	0
PGSC0003DMP400000493	-0.0340129137182557	0
PGSC0003DMP400000494	-0.0340129137182557	0
PGSC0003DMP400000495	-0.0340129137182557	0
PGSC0003DMP400000496	0.172703067440419	0
PGSC0003DMP400000497	-0.044478859942027	0
PGSC0003DMP400000498	-0.215946319656441	0
PGSC0003DMP400000499	-0.215946319656441	0
PGSC0003DMP400000502	0.1445791811901	0
PGSC0003DMP400000500	0.1445791811901	0
PGSC0003DMP400000501	0.1445791811901	0
PGSC0003DMP400000504	-0.203050517157832	0
PGSC0003DMP400000503	-0.203050517157832	0
PGSC0003DMP400000506	-0.203050517157832	0
PGSC0003DMP400000505	-0.203050517157832	0
PGSC0003DMP400000507	-0.203050517157832	0
PGSC0003DMP400000508	-0.0843171129350525	0
PGSC0003DMP400000509	0.05666385595514	0
PGSC0003DMP400000511	0.05666385595514	0
PGSC0003DMP400000510	0.05666385595514	0
PGSC0003DMP400000512	-0.0260255924408648	0
PGSC0003DMP400000513	0.18470073359898	0
PGSC0003DMP400000514	-0.0548726333649558	0
PGSC0003DMP400000515	-0.15762058879159	0
PGSC0003DMP400000517	-0.822055535384887	0
PGSC0003DMP400000516	-0.822055535384887	0
PGSC0003DMP400000518	-0.434274910697002	0
PGSC0003DMP400000519	-0.493787134498083	0
PGSC0003DMP400000523	0.094310993572205	0
PGSC0003DMP400000526	0.0427416206626403	0
PGSC0003DMP400000527	0.173584147498516	0
PGSC0003DMP400000528	0.406871438819109	0
PGSC0003DMP400000529	0.300921374094484	0
PGSC0003DMP400000530	-1.3032775684249	0
PGSC0003DMP400000533	1.1294419987846	0
PGSC0003DMP400000534	0.354220574408852	0
PGSC0003DMP400000535	-0.141672926043707	0
PGSC0003DMP400000543	0.446863040813411	0
PGSC0003DMP400000546	0.692585600660194	0
PGSC0003DMP400000547	0.692585600660194	0
PGSC0003DMP400000545	0.692585600660194	0
PGSC0003DMP400000548	0.692585600660194	0
PGSC0003DMP400000550	0.226186653820491	0
PGSC0003DMP400000549	0.226186653820491	0
PGSC0003DMP400000552	-0.266157994272799	0
PGSC0003DMP400000551	-0.266157994272799	0
PGSC0003DMP400000553	0.255835189606189	0
PGSC0003DMP400000554	-0.031215892120508	0
PGSC0003DMP400000555	-0.031215892120508	0
PGSC0003DMP400000556	0.397363637101067	0
PGSC0003DMP400000558	-0.104061241244711	0
PGSC0003DMP400000557	-0.104061241244711	0
PGSC0003DMP400000559	-0.104061241244711	0
PGSC0003DMP400000560	0.0845734245034341	0
PGSC0003DMP400000563	-0.285442652766552	0
PGSC0003DMP400000562	-0.285442652766552	0
PGSC0003DMP400000561	-0.285442652766552	0
PGSC0003DMP400000564	-0.133855376629119	0
PGSC0003DMP400000565	-0.0391907312934762	0
PGSC0003DMP400000566	-0.0391907312934762	0
PGSC0003DMP400000573	-0.000634567087869607	0
PGSC0003DMP400000574	-0.0298470850336227	0
PGSC0003DMP400000575	-0.0298470850336227	0
PGSC0003DMP400000580	0.0551444192979458	0
PGSC0003DMP400000581	0.116902135944077	0
PGSC0003DMP400000582	-0.520223474989937	0
PGSC0003DMP400000583	-0.131194738148279	0
PGSC0003DMP400000584	0.38408132165375	0
PGSC0003DMP400000586	0.176273552771315	0
PGSC0003DMP400000585	0.176273552771315	0
PGSC0003DMP400000589	0.273096518578421	0
PGSC0003DMP400000588	0.273096518578421	0
PGSC0003DMP400000591	-0.268321670291978	0
PGSC0003DMP400000590	-0.268321670291978	0
PGSC0003DMP400000592	-0.114475928318788	0
PGSC0003DMP400000595	0.157024385824756	0
PGSC0003DMP400000596	0.157024385824756	0
PGSC0003DMP400000593	0.157024385824756	0
PGSC0003DMP400000594	0.157024385824756	0
PGSC0003DMP400000601	0.608448443745371	0
PGSC0003DMP400000602	-0.252679886094539	0
PGSC0003DMP400000606	-0.574792949447553	0
PGSC0003DMP400000605	-0.574792949447553	0
PGSC0003DMP400000604	-0.574792949447553	0
PGSC0003DMP400000607	-0.574792949447553	0
PGSC0003DMP400000608	0.010749140813626	0
PGSC0003DMP400000610	0.010749140813626	0
PGSC0003DMP400000609	0.010749140813626	0
PGSC0003DMP400000615	-0.733476298356682	0
PGSC0003DMP400000616	-0.733476298356682	0
PGSC0003DMP400000617	-0.0256555943051048	0
PGSC0003DMP400000618	0.155880488052871	0
PGSC0003DMP400000619	0.155880488052871	0
PGSC0003DMP400000620	-0.197184175506579	0
PGSC0003DMP400000621	0.185316047558869	0
PGSC0003DMP400000622	-0.134598132042114	0
PGSC0003DMP400000623	-0.648882554224168	0
PGSC0003DMP400000625	-0.358813696375686	0
PGSC0003DMP400000626	-0.102623903276487	0
PGSC0003DMP400000631	-0.235394545822778	0
PGSC0003DMP400000633	0.20092994692692	0
PGSC0003DMP400000634	0.186430387474915	0
PGSC0003DMP400000635	-0.0915316373072261	0
PGSC0003DMP400000636	-0.0915316373072261	0
PGSC0003DMP400000637	-0.137787500775612	0
PGSC0003DMP400000638	-0.239833299509264	0
PGSC0003DMP400000639	-0.127841689243754	0
PGSC0003DMP400000640	0.0832668055947204	0
PGSC0003DMP400000641	-0.246040534567747	0
PGSC0003DMP400000642	-0.133309839288444	0
PGSC0003DMP400000643	-0.0422237212203519	0
PGSC0003DMP400000645	-0.0422237212203519	0
PGSC0003DMP400000644	-0.0422237212203519	0
PGSC0003DMP400000646	0.225076687562773	0
PGSC0003DMP400000649	-0.128285966981371	0
PGSC0003DMP400000648	-0.128285966981371	0
PGSC0003DMP400000647	-0.128285966981371	0
PGSC0003DMP400000651	-0.513850333486151	0
PGSC0003DMP400000650	-0.513850333486151	0
PGSC0003DMP400000654	-0.027415527087606	0
PGSC0003DMP400000656	-0.10347777494848	0
PGSC0003DMP400000655	-0.10347777494848	0
PGSC0003DMP400000658	-0.137688260015195	0
PGSC0003DMP400000662	-0.137688260015195	0
PGSC0003DMP400000659	-0.137688260015195	0
PGSC0003DMP400000660	-0.137688260015195	0
PGSC0003DMP400000661	-0.137688260015195	0
PGSC0003DMP400000665	-0.67854941162923	0
PGSC0003DMP400000664	-0.67854941162923	0
PGSC0003DMP400000663	-0.67854941162923	0
PGSC0003DMP400000668	0.081230189563513	0
PGSC0003DMP400000667	0.081230189563513	0
PGSC0003DMP400000666	0.081230189563513	0
PGSC0003DMP400000670	0.081230189563513	0
PGSC0003DMP400000669	0.081230189563513	0
PGSC0003DMP400000671	0.081230189563513	0
PGSC0003DMP400000672	0.185947292991714	0
PGSC0003DMP400000673	0.185947292991714	0
PGSC0003DMP400000675	-0.0631956950027643	0
PGSC0003DMP400000674	-0.0631956950027643	0
PGSC0003DMP400000677	0.0944716023818625	0
