pgsc_dmp	logFC	dir
PGSC0003DMP400000002	-0.0574903115531447	0
PGSC0003DMP400000003	-0.0574903115531447	0
PGSC0003DMP400000001	-0.0574903115531447	0
PGSC0003DMP400000005	1.15468309786269	0
PGSC0003DMP400000004	1.15468309786269	0
PGSC0003DMP400000009	0.247233875293568	0
PGSC0003DMP400000010	-0.0860360107825512	0
PGSC0003DMP400000013	-0.01618211843794	0
PGSC0003DMP400000012	-0.01618211843794	0
PGSC0003DMP400000011	-0.01618211843794	0
PGSC0003DMP400000025	0.0442016564762847	0
PGSC0003DMP400000026	0.0442016564762847	0
PGSC0003DMP400000028	0.0442016564762847	0
PGSC0003DMP400000027	0.0442016564762847	0
PGSC0003DMP400000029	-0.425288088592743	0
PGSC0003DMP400000033	-0.00205611538250669	0
PGSC0003DMP400000032	-0.00205611538250669	0
PGSC0003DMP400000038	-0.15760858738531	0
PGSC0003DMP400000039	-1.83733211241022	0
PGSC0003DMP400000043	0.590596329691431	0
PGSC0003DMP400000040	0.590596329691431	0
PGSC0003DMP400000042	0.590596329691431	0
PGSC0003DMP400000041	0.590596329691431	0
PGSC0003DMP400000044	-1.63198022183873	0
PGSC0003DMP400000045	-0.952139166454907	0
PGSC0003DMP400000047	0.447227991834912	0
PGSC0003DMP400000046	0.447227991834912	0
PGSC0003DMP400000048	0.447227991834912	0
PGSC0003DMP400000065	-0.694466887190753	-1
PGSC0003DMP400000067	-0.694466887190753	-1
PGSC0003DMP400000064	-0.694466887190753	-1
PGSC0003DMP400000066	-0.694466887190753	-1
PGSC0003DMP400000068	-0.133522618789814	0
PGSC0003DMP400000073	-0.156840722845059	0
PGSC0003DMP400000074	-0.156840722845059	0
PGSC0003DMP400000071	-0.156840722845059	0
PGSC0003DMP400000072	-0.156840722845059	0
PGSC0003DMP400000076	-0.921689921574795	0
PGSC0003DMP400000078	1.7309102237356	0
PGSC0003DMP400000077	1.7309102237356	0
PGSC0003DMP400000084	0.0652030251431747	0
PGSC0003DMP400000088	0.0652030251431747	0
